GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US25025040600,25025040600,"Census Tract 406, Suffolk County, Massachusetts",2973,259,2654,257,131,101,0,12,112,68,0,12,17,25,59,41,0,12,59,41
1400000US25025040801,25025040801,"Census Tract 408.01, Suffolk County, Massachusetts",4133,361,2371,282,951,349,0,12,553,220,0,12,176,142,82,63,0,12,82,63
1400000US25025050101,25025050101,"Census Tract 501.01, Suffolk County, Massachusetts",5450,546,3206,431,203,142,167,253,216,120,0,17,440,247,1218,566,51,58,1167,564
1400000US25025050200,25025050200,"Census Tract 502, Suffolk County, Massachusetts",6263,611,3471,682,223,126,51,79,235,164,0,17,165,147,2118,679,148,147,1970,672
1400000US25025050300,25025050300,"Census Tract 503, Suffolk County, Massachusetts",2143,221,1295,241,331,130,0,12,163,79,0,12,103,66,251,163,22,29,229,159
1400000US25025050400,25025050400,"Census Tract 504, Suffolk County, Massachusetts",2556,293,1958,329,38,33,0,12,25,22,0,12,135,96,400,160,52,48,348,151
1400000US25025050500,25025050500,"Census Tract 505, Suffolk County, Massachusetts",2481,288,1890,309,39,37,0,12,62,51,0,12,18,19,472,219,18,27,454,223
1400000US25025050600,25025050600,"Census Tract 506, Suffolk County, Massachusetts",2540,309,1495,288,151,112,0,12,72,70,0,12,35,47,787,323,0,12,787,323
1400000US25025050700,25025050700,"Census Tract 507, Suffolk County, Massachusetts",5476,547,2536,403,2,4,36,58,14,21,0,17,202,152,2686,565,14,21,2672,574
1400000US25025050901,25025050901,"Census Tract 509.01, Suffolk County, Massachusetts",4698,499,2642,422,82,84,0,12,187,140,0,12,62,47,1725,448,151,128,1574,433
1400000US25025051000,25025051000,"Census Tract 510, Suffolk County, Massachusetts",4460,391,3089,382,86,88,203,236,138,102,16,26,161,139,767,377,107,106,660,373
1400000US25025051101,25025051101,"Census Tract 511.01, Suffolk County, Massachusetts",7121,737,4930,733,109,76,0,17,424,264,0,17,49,72,1609,743,142,162,1467,730
1400000US25025051200,25025051200,"Census Tract 512, Suffolk County, Massachusetts",2592,255,2043,243,40,34,17,28,63,53,0,12,128,87,301,215,0,12,301,215
1400000US25025060101,25025060101,"Census Tract 601.01, Suffolk County, Massachusetts",3604,395,3412,382,44,47,0,12,67,75,0,12,51,80,30,26,12,16,18,21
1400000US25025060200,25025060200,"Census Tract 602, Suffolk County, Massachusetts",2414,208,2307,205,7,10,0,12,62,62,0,12,8,25,30,22,18,19,12,14
1400000US25025060301,25025060301,"Census Tract 603.01, Suffolk County, Massachusetts",3499,415,3446,412,4,8,0,12,19,22,0,12,8,22,22,31,0,12,22,31
1400000US25025060400,25025060400,"Census Tract 604, Suffolk County, Massachusetts",5554,428,5205,432,160,126,0,17,126,86,0,17,63,73,0,17,0,17,0,17
1400000US25025060501,25025060501,"Census Tract 605.01, Suffolk County, Massachusetts",4136,376,3873,357,25,36,0,12,106,79,0,12,98,160,34,38,0,12,34,38
1400000US25025060600,25025060600,"Census Tract 606, Suffolk County, Massachusetts",2891,232,2480,202,31,25,0,12,319,151,0,12,1,5,60,45,29,34,31,30
1400000US25025060700,25025060700,"Census Tract 607, Suffolk County, Massachusetts",2563,247,717,167,839,234,0,12,238,195,0,12,523,175,246,160,166,129,80,81
1400000US25025060800,25025060800,"Census Tract 608, Suffolk County, Massachusetts",4461,368,3852,402,5,12,44,67,298,185,0,12,166,240,96,103,0,12,96,103
1400000US25025061000,25025061000,"Census Tract 610, Suffolk County, Massachusetts",3138,339,1809,323,656,273,0,12,161,125,0,12,406,264,106,111,8,16,98,109
1400000US25025061101,25025061101,"Census Tract 611.01, Suffolk County, Massachusetts",2211,187,850,227,537,163,0,12,405,139,0,12,364,153,55,42,12,13,43,41
1400000US25025061200,25025061200,"Census Tract 612, Suffolk County, Massachusetts",3901,347,3606,377,53,39,1,3,157,79,0,12,0,12,84,57,10,16,74,57
1400000US25025070101,25025070101,"Census Tract 701.01, Suffolk County, Massachusetts",6212,614,3912,456,133,88,0,17,1901,339,0,17,44,39,222,106,24,29,198,100
1400000US25025070200,25025070200,"Census Tract 702, Suffolk County, Massachusetts",5630,405,2068,254,115,67,0,17,3267,297,0,17,34,40,146,61,25,30,121,60
1400000US25025070300,25025070300,"Census Tract 703, Suffolk County, Massachusetts",4548,470,3608,489,74,73,0,12,603,206,0,12,53,50,210,211,31,38,179,200
1400000US25025070402,25025070402,"Census Tract 704.02, Suffolk County, Massachusetts",1897,176,392,91,150,73,13,21,1249,176,0,12,72,68,21,28,0,12,21,28
1400000US25025070500,25025070500,"Census Tract 705, Suffolk County, Massachusetts",5887,435,3492,427,291,168,60,69,1005,228,0,17,552,259,487,285,61,118,426,257
1400000US25025070600,25025070600,"Census Tract 706, Suffolk County, Massachusetts",2485,344,2213,307,11,16,0,12,188,180,0,12,45,47,28,28,0,12,28,28
1400000US25025070700,25025070700,"Census Tract 707, Suffolk County, Massachusetts",2736,265,1747,266,575,101,0,12,258,159,0,12,102,78,54,54,0,12,54,54
1400000US25025070800,25025070800,"Census Tract 708, Suffolk County, Massachusetts",3570,399,2583,420,680,205,16,27,257,137,0,12,9,15,25,33,0,12,25,33
1400000US25025070900,25025070900,"Census Tract 709, Suffolk County, Massachusetts",3154,231,1563,199,933,168,0,12,297,131,0,12,217,157,144,95,49,75,95,52
1400000US25025071101,25025071101,"Census Tract 711.01, Suffolk County, Massachusetts",4150,380,2499,384,447,204,0,12,778,214,0,12,215,124,211,169,0,12,211,169
1400000US25025071201,25025071201,"Census Tract 712.01, Suffolk County, Massachusetts",3493,416,1566,283,694,307,0,12,581,203,0,12,329,207,323,190,39,29,284,170
1400000US25025080100,25025080100,"Census Tract 801, Suffolk County, Massachusetts",2771,232,492,132,1479,211,31,28,26,32,0,12,714,181,29,29,23,29,6,9
1400000US25025080300,25025080300,"Census Tract 803, Suffolk County, Massachusetts",2075,273,258,145,1271,245,23,25,77,77,0,12,346,147,100,49,48,45,52,29
1400000US25025080401,25025080401,"Census Tract 804.01, Suffolk County, Massachusetts",3129,260,498,159,1717,285,0,12,50,45,0,12,685,203,179,114,15,18,164,113
1400000US25025080500,25025080500,"Census Tract 805, Suffolk County, Massachusetts",3195,310,647,165,1431,291,0,12,66,48,0,12,994,232,57,56,1,3,56,56
1400000US25025080601,25025080601,"Census Tract 806.01, Suffolk County, Massachusetts",4524,659,2131,479,1280,261,23,28,724,227,0,12,262,124,104,58,17,26,87,52
1400000US25025080801,25025080801,"Census Tract 808.01, Suffolk County, Massachusetts",4298,397,1778,397,1262,427,0,12,421,140,0,12,646,288,191,122,96,60,95,115
1400000US25025080900,25025080900,"Census Tract 809, Suffolk County, Massachusetts",3727,255,2551,306,287,184,27,43,766,273,0,12,50,68,46,38,0,12,46,38
1400000US25025081001,25025081001,"Census Tract 810.01, Suffolk County, Massachusetts",4792,408,1766,353,976,299,0,12,1264,244,0,12,524,238,262,200,58,56,204,197
1400000US25025081100,25025081100,"Census Tract 811, Suffolk County, Massachusetts",4156,369,2321,298,644,219,0,12,639,177,0,12,461,217,91,64,4,6,87,64
1400000US25025081200,25025081200,"Census Tract 812, Suffolk County, Massachusetts",3416,465,1175,317,798,268,0,12,136,90,0,12,1131,395,176,135,77,70,99,104
1400000US25025081300,25025081300,"Census Tract 813, Suffolk County, Massachusetts",5300,569,1106,456,2103,449,14,23,129,145,0,17,1445,435,503,287,250,240,253,160
1400000US25025081400,25025081400,"Census Tract 814, Suffolk County, Massachusetts",2754,300,1009,216,1227,220,0,12,180,72,0,12,241,109,97,75,7,13,90,74
1400000US25025081500,25025081500,"Census Tract 815, Suffolk County, Massachusetts",2242,314,346,99,1356,275,0,12,29,26,0,12,473,211,38,42,24,33,14,21
1400000US25025081700,25025081700,"Census Tract 817, Suffolk County, Massachusetts",3404,474,260,152,2526,389,0,12,157,141,0,12,328,218,133,131,22,36,111,127
1400000US25025081800,25025081800,"Census Tract 818, Suffolk County, Massachusetts",3738,530,113,63,3025,647,0,12,0,12,0,12,406,257,194,137,0,12,194,137
1400000US25025081900,25025081900,"Census Tract 819, Suffolk County, Massachusetts",3350,358,424,228,2393,344,0,12,23,36,0,12,344,206,166,157,66,102,100,127
1400000US25025082000,25025082000,"Census Tract 820, Suffolk County, Massachusetts",2825,417,276,193,2362,473,0,12,19,21,0,12,132,104,36,32,14,21,22,25
1400000US25025082100,25025082100,"Census Tract 821, Suffolk County, Massachusetts",5245,529,447,326,3308,692,0,17,96,129,0,17,758,286,636,443,180,196,456,418
1400000US25025090100,25025090100,"Census Tract 901, Suffolk County, Massachusetts",4872,466,394,215,3504,459,0,12,40,67,0,12,706,304,228,171,35,30,193,170
1400000US25025090200,25025090200,"Census Tract 902, Suffolk County, Massachusetts",2481,288,181,86,1311,249,0,12,18,25,0,12,729,237,242,164,46,59,196,157
1400000US25025090300,25025090300,"Census Tract 903, Suffolk County, Massachusetts",3559,452,177,160,2473,510,0,12,0,12,0,12,807,254,102,99,39,63,63,78
1400000US25025090400,25025090400,"Census Tract 904, Suffolk County, Massachusetts",4198,385,436,213,2884,437,0,12,104,98,0,12,690,434,84,100,66,91,18,33
1400000US25025090600,25025090600,"Census Tract 906, Suffolk County, Massachusetts",2581,325,264,138,1720,288,41,57,73,84,0,12,411,205,72,50,61,46,11,17
1400000US25025090700,25025090700,"Census Tract 907, Suffolk County, Massachusetts",4549,484,2679,399,194,115,31,47,713,256,0,12,838,429,94,63,22,36,72,50
1400000US25025090901,25025090901,"Census Tract 909.01, Suffolk County, Massachusetts",3918,338,1402,309,542,187,42,39,1219,231,0,12,691,246,22,27,0,12,22,27
1400000US25025091001,25025091001,"Census Tract 910.01, Suffolk County, Massachusetts",3232,334,1930,271,478,331,0,12,785,258,0,12,5,6,34,44,0,12,34,44
1400000US25025091100,25025091100,"Census Tract 911, Suffolk County, Massachusetts",5318,336,3026,358,285,125,4,9,1410,282,0,17,280,163,313,176,57,58,256,173
1400000US25025091200,25025091200,"Census Tract 912, Suffolk County, Massachusetts",3147,327,1198,216,950,190,74,99,180,215,0,12,372,201,373,184,180,121,193,137
1400000US25025091300,25025091300,"Census Tract 913, Suffolk County, Massachusetts",2696,275,488,184,1322,338,0,12,79,74,0,12,697,268,110,66,60,45,50,53
1400000US25025091400,25025091400,"Census Tract 914, Suffolk County, Massachusetts",2952,251,449,157,1400,225,23,37,24,25,0,12,881,244,175,90,69,59,106,79
